HFE,WAR,SMT,RYH,BXB,CHN,WLC,ENL,BMD,PON,NUM,TOM,LEB,SRA,LST
LST,SRA,LEB,TOM,PON,BMD,ENL,WLC,CHN,BXB,RYH,SMT,WAR,HFE
LST,HAC,SVS,CHN,BXB,RYN,HWN,HWM,SAW,BIS,SST,ESM,NWE,AUD,GRC,WLF,SED,CBG,CMB
LST,SRA,RMF,SNF,BIC,WIC,RLG,HOC,RFD,SIA,PRL,SOV
LST,SRA,SNF,INT,CHM,WTM,WNY,CES,BTP,BTR
LST,SRA,SNF,INT,CHM,WTM,COL,WIV,TLS,CLT
LST,COL,MNG,IPS,DIS,NRW
CBG,WLF,AUD,BIS,SAW,HWM,HWN,RYN,BXB,CHN,SVS,HAC,LST
CBG,CMB,ELY,BND,TTF,ATL,WMD,NRW
SOV,PRL,SIA,RFD,HOC,RLG,WIC,BIC,SNF,RMF,SRA,LST
BTR,BTP,CES,WNY,WTM,CHM,INT,SNF,SRA,LST
CLT,TLS,WIV,COL,WTM,CHM,INT,SNF,SRA,LST
NRW,DIS,SMK,IPS,MNG,SRA,LST
NRW,WMD,ATL,TTF,BND,LAK,ELY,CMB,CBG
